"","X","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"43",65,"Abbotsford","22 Park St",4,"h",1076960.67115367,"W","Biggin","30/07/2016",2.5,3067,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.8084,144.9942
"44",66,"Abbotsford","40/80 Trenerry Cr",3,"h",927000,"S","Biggin","30/07/2016",2.5,3067,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"45",70,"Airport West","5 Harrington Rd",3,"h",1076960.67115367,"S","Brad","4/03/2017",13.5,3042,3,1,1,580,114,1960,"Moonee Valley",-37.7235,144.8736
"46",71,"Airport West","23 Hart St",2,"h",603000,"S","Nelson","4/03/2017",13.5,3042,2,1,1,272,84,1950,"Moonee Valley",-37.7294,144.888
"47",73,"Airport West","1/37 Hillside Gr",3,"h",6e+05,"S","Maddison","4/03/2017",13.5,3042,2,1,1,290,116,1980,"Moonee Valley",-37.7273,144.8744
"48",74,"Airport West","2/49 McIntosh St",2,"u",5e+05,"VB","Barry","4/03/2017",13.5,3042,2,1,1,168,86,2011,"Moonee Valley",-37.7215,144.8864
"49",78,"Airport West","89 Bowes Av",4,"h",960000,"S","Barry","6/08/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"50",79,"Airport West","45 Laurence Av",4,"h",960000,"S","Nelson","6/08/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"51",80,"Airport West","54 Marshall Rd",3,"h",720000,"S","Barry","6/08/2016",13.5,3042,2,1,1,620,146.861538586252,1970,"Moonee Valley",-37.7173,144.8872
"52",81,"Airport West","36 Roberts Rd",4,"h",785000,"S","Considine","6/08/2016",13.5,3042,3,1,2,597,127,1970,"Moonee Valley",-37.7259,144.8792
"53",84,"Airport West","3/19 Hart St",2,"u",515000,"S","Barry","7/11/2016",13.5,3042,2,1,1,141,73,2013,"Moonee Valley",-37.7298,144.8883
"54",85,"Airport West","81a Roberts Rd",3,"h",680000,"VB","Nelson","8/10/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"55",86,"Airport West","2/62 Clydesdale Rd",2,"u",530000,"S","Nelson","10/09/2016",13.5,3042,2,1,1,120,94,2012,"Moonee Valley",-37.7234,144.8792
"56",88,"Airport West","3/24 Elstone Av",3,"u",6e+05,"VB","Nelson","10/09/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"57",91,"Airport West","1/43 Cameron St",3,"u",752000,"S","Nelson","11/02/2017",13.5,3042,3,1,1,265,130,1993,"Moonee Valley",-37.7302,144.8855
"58",92,"Airport West","1/69 Bowes Av",3,"u",580000,"VB","Nelson","12/11/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"59",93,"Airport West","2/9 El Reno Cr",3,"h",725000,"PI","Ray","12/11/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"60",94,"Airport West","92 McNamara Av",4,"h",758000,"S","Jellis","13/08/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"61",95,"Airport West","145a Victory Rd",2,"u",440000,"S","Barry","13/08/2016",13.5,3042,2,1,1,192,146.861538586252,1970,"Moonee Valley",-37.7177,144.8787
"62",96,"Airport West","20 Creswell Av",3,"h",970000,"S","Barry","14/05/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"63",98,"Airport West","71 Bowes Av",4,"h",985000,"S","Barry","15/10/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"64",100,"Airport West","2/112 Parer Rd",2,"u",509500,"SP","Nelson","15/10/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"65",101,"Airport West","180 Parer Rd",3,"h",830000,"S","Barry","16/04/2016",13.5,3042,3,1,2,971,113,1960,"Moonee Valley",-37.7186,144.876
"66",102,"Airport West","4/54 Hawker St",2,"u",462500,"S","Barry","16/07/2016",13.5,3042,2,1,1,164,146.861538586252,2003,"Moonee Valley",-37.7218,144.8863
"67",103,"Airport West","43 Hillside Gr",3,"h",670000,"SP","Barry","16/07/2016",13.5,3042,3,2,2,657,146.861538586252,1970,"Moonee Valley",-37.7269,144.8742
"68",104,"Airport West","174 Parer Rd",2,"h",675000,"S","Barry","16/07/2016",13.5,3042,2,1,1,612,100,1975,"Moonee Valley",-37.7187,144.8765
"69",106,"Airport West","75 King St",3,"h",910000,"S","McDonald","17/09/2016",13.5,3042,3,1,1,775,146.861538586252,1970,"Moonee Valley",-37.7231,144.8835
"70",108,"Airport West","7 McNamara Av",3,"h",715000,"S","Barry","17/09/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"71",109,"Airport West","478 Fullarton Rd",3,"h",810000,"PI","Barry","18/03/2017",13.5,3042,3,3,2,555,192,1980,"Moonee Valley",-37.7285,144.8694
"72",110,"Airport West","144 Marshall Rd",3,"h",715000,"S","Rendina","18/03/2017",13.5,3042,3,2,2,422,126,1995,"Moonee Valley",-37.7164,144.8792
"73",111,"Airport West","106 Parer Rd",3,"h",790000,"S","Nelson","18/03/2017",13.5,3042,3,1,3,614,146.861538586252,1970,"Moonee Valley",-37.7194,144.8827
"74",115,"Airport West","10 Hilbert Rd",3,"h",685000,"S","Barry","22/05/2016",13.5,3042,3,1,1,579,113,1975,"Moonee Valley",-37.7226,144.8733
"75",116,"Airport West","7/42 York St",3,"u",445000,"S","Brad","22/05/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"76",117,"Airport West","110 Halsey Rd",3,"h",805000,"S","Barry","22/08/2016",13.5,3042,3,1,1,623,146.861538586252,1970,"Moonee Valley",-37.7184,144.882
"77",118,"Airport West","2/13 North St",2,"u",510000,"S","Nelson","22/08/2016",13.5,3042,2,1,1,141,76,1970,"Moonee Valley",-37.7202,144.8797
"78",119,"Airport West","105a Victory Rd",3,"h",612000,"S","Nelson","22/08/2016",13.5,3042,3,2,1,212,146.861538586252,1970,"Moonee Valley",-37.7181,144.8824
"79",120,"Airport West","117 Marshall Rd",3,"h",662000,"S","Brad","23/04/2016",13.5,3042,3,1,2,612,146.861538586252,1970,"Moonee Valley",-37.7169,144.8815
"80",121,"Airport West","34 Moorna Dr",4,"h",978000,"S","Nelson","24/09/2016",13.5,3042,4,3,2,532,146.861538586252,1970,"Moonee Valley",-37.7263,144.869
"81",122,"Airport West","2/89 Marshall Rd",3,"u",1076960.67115367,"VB","Barry","25/02/2017",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"82",123,"Airport West","33 North St",3,"h",720000,"PI","Nelson","25/02/2017",13.5,3042,3,1,1,585,146.861538586252,1970,"Moonee Valley",-37.72,144.878
"83",124,"Airport West","4/40 McNamara Av",2,"u",474000,"PI","Barry","26/07/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"84",126,"Airport West","2/137 McNamara Av",3,"h",405000,"S","Ray","27/06/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"85",128,"Airport West","1/34 Elstone Av",3,"u",671500,"S","McDonald","27/11/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"86",129,"Airport West","49 Roberts Rd",4,"h",765000,"S","Prof.","27/11/2016",13.5,3042,4,1,2,509,146.861538586252,1970,"Moonee Valley",-37.7261,144.8785
"87",130,"Airport West","85 Roberts Rd",4,"h",9e+05,"S","Harcourts","27/11/2016",13.5,3042,4,2,3,628,146,1975,"Moonee Valley",-37.7256,144.8739
"88",131,"Airport West","22a Walters Av",3,"u",820000,"S","Nelson","28/08/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"89",132,"Airport West","1/145 Parer Rd",3,"u",650000,"PI","Nelson","30/07/2016",13.5,3042,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"90",134,"Albert Park","105 Kerferd Rd",2,"h",1275000,"S","hockingstuart","3/09/2016",3.3,3206,2,1,0,120,82,1900,"Port Phillip",-37.8459,144.9555
"91",135,"Albert Park","85 Richardson St",2,"h",1455000,"S","Thomson","3/09/2016",3.3,3206,2,1,0,159,146.861538586252,1970,"Port Phillip",-37.845,144.9538
"92",137,"Albert Park","94 Graham St",3,"h",1850000,"S","Greg","4/03/2017",3.3,3206,3,2,0,128,133,1890,"Port Phillip",-37.8452,144.9488
"93",138,"Albert Park","14 Merton St",2,"h",1076960.67115367,"SP","Marshall","4/03/2017",3.3,3206,2,1,0,215,146.861538586252,1900,"Port Phillip",-37.8405,144.953
"94",139,"Albert Park","396 Montague St",2,"h",1436000,"S","RT","4/03/2017",3.3,3206,2,1,0,130,81,1900,"Port Phillip",-37.8431,144.9565
"95",140,"Albert Park","9 Boyd St",3,"h",1076960.67115367,"SN","Greg","6/08/2016",3.3,3206,2,2,1,336,145,1890,"Port Phillip",-37.8471,144.9561
"96",141,"Albert Park","75 Graham St",2,"h",1110000,"S","Marshall","6/08/2016",3.3,3206,1,1,0,147,146.861538586252,1900,"Port Phillip",-37.8444,144.9484
"97",142,"Albert Park","54 Brooke St",2,"h",1550000,"S","Sotheby's","7/05/2016",3.3,3206,2,1,1,167,146.861538586252,1970,"Port Phillip",-37.8405,144.9521
"98",146,"Albert Park","1 Moubray St",3,"h",1800000,"VB","Greg","7/11/2016",3.3,3206,3,2,1,132,159,1996,"Port Phillip",-37.8415,144.952
"99",148,"Albert Park","29 Faussett St",2,"h",2120000,"S","Greg","10/09/2016",3.3,3206,2,1,1,199,107,1900,"Port Phillip",-37.8422,144.9554
"100",149,"Albert Park","3 Herbert St",3,"h",1800000,"VB","Cayzer","10/09/2016",3.3,3206,3,1,1,253,146.861538586252,1970,"Port Phillip",-37.8443,144.9579
"101",151,"Albert Park","5 Withers St",3,"h",1076960.67115367,"SN","Marshall","10/09/2016",3.3,3206,3,1,0,126,88,1910,"Port Phillip",-37.8427,144.9515
"102",152,"Albert Park","44 Draper St",2,"h",1810000,"PI","Greg","10/12/2016",3.3,3206,2,1,0,240,146.861538586252,1970,"Port Phillip",-37.8379,144.9539
"103",155,"Albert Park","31 Richardson St",3,"h",1300000,"S","hockingstuart","10/12/2016",3.3,3206,3,1,0,129,146.861538586252,1970,"Port Phillip",-37.8422,144.949
"104",157,"Albert Park","60 Brooke St",2,"h",1e+06,"S","Cayzer","12/11/2016",3.3,3206,2,1,0,288,146.861538586252,1970,"Port Phillip",-37.8407,144.9523
"105",158,"Albert Park","140 Danks St",2,"h",1076960.67115367,"SP","Marshall","13/08/2016",3.3,3206,2,1,2,366,117,1900,"Port Phillip",-37.847,144.9506
"106",160,"Albert Park","65 Graham St",2,"h",1322500,"S","Greg","15/10/2016",3.3,3206,2,1,0,149,98,1890,"Port Phillip",-37.8443,144.9481
"107",161,"Albert Park","1 Herbert Pl",2,"h",1076960.67115367,"S","hockingstuart","15/10/2016",3.3,3206,2,1,1,152,146.861538586252,1970,"Port Phillip",-37.8437,144.959
"108",162,"Albert Park","364 Montague St",2,"h",1562500,"S","Greg","15/10/2016",3.3,3206,2,1,0,141,83,1890,"Port Phillip",-37.8424,144.9562
"109",163,"Albert Park","86 Mills St",3,"h",2e+06,"VB","RT","16/04/2016",3.3,3206,3,2,1,211,147,1900,"Port Phillip",-37.847,144.9575
"110",164,"Albert Park","28 Dinsdale St",4,"h",1076960.67115367,"S","Marshall","17/09/2016",3.3,3206,3,1,0,236,146.861538586252,1970,"Port Phillip",-37.8454,144.9521
"111",165,"Albert Park","90 Danks St",3,"h",1076960.67115367,"S","Marshall","18/03/2017",3.3,3206,3,1,2,300,146.861538586252,1970,"Port Phillip",-37.8457,144.9479
"112",166,"Albert Park","129 Kerferd Rd",3,"h",1900000,"S","Greg","18/03/2017",3.3,3206,3,1,0,209,146.861538586252,1900,"Port Phillip",-37.8468,144.9546
"113",168,"Albert Park","36 Ashworth St",3,"h",1076960.67115367,"SP","Marshall","18/06/2016",3.3,3206,3,1,0,173,146.861538586252,1970,"Port Phillip",-37.8482,144.9513
"114",170,"Albert Park","18 Herbert St",3,"h",1076960.67115367,"SN","Cayzer","19/11/2016",3.3,3206,3,1,0,169,146.861538586252,1970,"Port Phillip",-37.8448,144.9578
"115",172,"Albert Park","9 Merton Pl",3,"h",1076960.67115367,"SP","Marshall","22/05/2016",3.3,3206,3,2,1,122,146.861538586252,1970,"Port Phillip",-37.845,144.9545
"116",173,"Albert Park","55 Merton St",3,"h",2100000,"SP","Marshall","23/04/2016",3.3,3206,2,1,1,120,123,1900,"Port Phillip",-37.8427,144.9546
"117",174,"Albert Park","16 Dinsdale St",3,"h",1076960.67115367,"S","Greg","24/09/2016",3.3,3206,3,2,1,241,119,1990,"Port Phillip",-37.8452,144.9518
"118",175,"Albert Park","51 Graham St",2,"h",1076960.67115367,"PI","Marshall","24/09/2016",3.3,3206,2,2,1,225,146.861538586252,1970,"Port Phillip",-37.8441,144.9479
"119",177,"Albert Park","49 Page St",3,"h",2e+06,"PI","Marshall","24/09/2016",3.3,3206,3,1,1,238,131,1890,"Port Phillip",-37.8461,144.9528
"120",180,"Albert Park","32 Page St",2,"h",1340000,"S","Greg","25/02/2017",3.3,3206,2,1,0,136,146.861538586252,1970,"Port Phillip",-37.846,144.9517
"121",181,"Albert Park","34 Richardson St",3,"h",1801000,"S","hockingstuart","25/02/2017",3.3,3206,3,1,1,202,146.861538586252,1970,"Port Phillip",-37.8429,144.9493
"122",185,"Albert Park","3 Faussett St",2,"u",1810000,"PI","Marshall","27/06/2016",3.3,3206,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"123",186,"Albert Park","44 Greig St",2,"h",1750000,"S","Marshall","27/11/2016",3.3,3206,2,1,1,162,146.861538586252,1970,"Port Phillip",-37.8416,144.9488
"124",189,"Albert Park","8 Kerferd Pl",4,"h",1076960.67115367,"SP","Marshall","28/05/2016",3.3,3206,4,2,0,230,185,1900,"Port Phillip",-37.842,144.958
"125",190,"Albert Park","5 Reed St",3,"h",1076960.67115367,"SN","Greg","28/05/2016",3.3,3206,3,2,1,141,146.861538586252,1970,"Port Phillip",-37.8446,144.945
"126",191,"Albert Park","227a Danks St",3,"h",2030000,"S","hockingstuart","28/08/2016",3.3,3206,3,2,0,152,146.861538586252,1970,"Port Phillip",-37.8488,144.9551
"127",192,"Albert Park","17 Reed St",3,"h",1740000,"PI","Marshall","28/08/2016",3.3,3206,3,2,2,147,134,1890,"Port Phillip",-37.8448,144.9453
"128",195,"Alphington","30 Austin St",3,"h",1076960.67115367,"SN","McGrath","3/09/2016",6.4,3078,3,2,1,174,122,2003,"Darebin",-37.7818,145.0198
"129",196,"Alphington","6 Smith St",4,"h",2e+06,"S","Brace","3/09/2016",6.4,3078,3,2,4,853,263,1930,"Darebin",-37.7707,145.0318
"130",197,"Alphington","5/6 Yarralea St",3,"h",1110000,"S","Jellis","3/09/2016",6.4,3078,3,2,2,208,146.861538586252,2013,"Yarra",-37.7854,145.0325
"131",198,"Alphington","136A Fulham Rd",3,"h",1492000,"S","Jellis","4/03/2017",6.4,3078,3,2,2,411,146.861538586252,1970,"Darebin",-37.7713,145.0279
"132",199,"Alphington","1/9 Roemer Cr",2,"u",480000,"PI","Miles","7/05/2016",6.4,3078,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"133",200,"Alphington","4 Tuckett St",3,"h",1076960.67115367,"S","Jellis","7/05/2016",6.4,3078,3,1,3,922,146.861538586252,1970,"Darebin",-37.7812,145.0235
"134",202,"Alphington","44 Shiers St",4,"h",1717500,"S","Collins","8/10/2016",6.4,3078,4,2,1,599,203,1925,"Darebin",-37.7717,145.031
"135",209,"Alphington","69 Lucerne Cr",3,"h",1480000,"S","Nelson","13/08/2016",6.4,3078,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"136",210,"Alphington","815 Heidelberg Rd",3,"h",2e+06,"PI","hockingstuart","15/10/2016",6.4,3078,3,3,2,686,146.861538586252,1970,"Darebin",-37.78,145.0341
"137",211,"Alphington","44 Naroon Rd",3,"h",1540000,"S","Nelson","16/04/2016",6.4,3078,3,1,2,592,146.861538586252,1970,"Darebin",-37.7755,145.0288
"138",212,"Alphington","11 Tower Av",4,"h",1076960.67115367,"S","Jellis","16/04/2016",6.4,3078,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"139",213,"Alphington","1/17 Rex Av",2,"u",590000,"PI","Nelson","17/09/2016",6.4,3078,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"140",214,"Alphington","3/98 Grange Rd",2,"u",820000,"S","Nelson","18/03/2017",6.4,3078,2,1,1,183,146.861538586252,1970,"Darebin",-37.7747,145.0264
"141",215,"Alphington","10 Bennett St",4,"h",1830000,"S","Nelson","19/11/2016",6.4,3078,4,2,2,606,112,1970,"Darebin",-37.7743,145.0316
"142",216,"Alphington","38 Bennett St",4,"h",2100000,"S","Nelson","19/11/2016",6.4,3078,4,2,2,575,271,2008,"Darebin",-37.7723,145.0319
"143",217,"Alphington","2c Hamilton St",3,"h",865000,"SP","hockingstuart","22/05/2016",6.4,3078,3,1,1,180,131,2010,"Darebin",-37.7802,145.0243
"144",221,"Alphington","17 Lowther St",3,"h",1361000,"S","Collins","25/02/2017",6.4,3078,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.7796,145.0285
"145",222,"Alphington","29 Naroon Rd",4,"h",1076960.67115367,"SP","Jellis","25/02/2017",6.4,3078,4,2,2,597,146.861538586252,1970,"Darebin",-37.7765,145.0283
"146",223,"Alphington","13a Fulham Rd",3,"h",1310000,"S","Jellis","26/07/2016",6.4,3078,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"147",224,"Alphington","32/23 Coate Av",3,"h",570000,"VB","Thomas","27/06/2016",6.4,3078,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"148",225,"Alphington","22 Lowther St",3,"h",1165000,"S","Barry","27/06/2016",6.4,3078,3,1,2,979,146.861538586252,1970,"Yarra",-37.7792,145.029
"149",226,"Alphington","6/11 Broomfield Av",2,"u",530000,"S","Jellis","27/11/2016",6.4,3078,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"150",227,"Alphington","11 Margaret Gr",4,"h",1900000,"SP","McGrath","27/11/2016",6.4,3078,4,2,2,556,272,1930,"Yarra",-37.7844,145.0225
"151",229,"Alphington","6 Naroon Rd",3,"h",1485000,"SP","McGrath","28/08/2016",6.4,3078,3,0,0,597,146.861538586252,1970,"Darebin",-37.7781,145.0284
"152",230,"Alphington","42 Shiers St",4,"h",1950000,"S","Jellis","30/07/2016",6.4,3078,4,2,3,589,210,1920,"Darebin",-37.7719,145.0309
"153",231,"Altona","158 Queen St",3,"h",520000,"VB","Greg","3/09/2016",13.8,3018,3,2,1,352,242,2015,"Hobsons Bay",-37.87,144.825
"154",234,"Altona","4 Blyth St",3,"h",1120000,"S","Barlow","4/03/2017",13.8,3018,3,1,2,506,120,1930,"Hobsons Bay",-37.8693,144.8375
"155",235,"Altona","20 Linnet St",4,"h",780000,"PI","Sweeney","4/06/2016",13.8,3018,4,1,4,655,146.861538586252,1970,"Hobsons Bay",-37.868,144.8154
"156",237,"Altona","1/170 Blyth St",3,"u",630000,"S","Barlow","6/08/2016",13.8,3018,2,1,2,311,94,1955,"Hobsons Bay",-37.8702,144.8143
"157",239,"Altona","156 Maidstone St",3,"h",660000,"VB","Greg","7/05/2016",13.8,3018,3,1,1,602,123,1955,"Hobsons Bay",-37.8616,144.8116
"158",240,"Altona","11 Keeshan Ct",3,"h",683500,"S","Greg","7/11/2016",13.8,3018,3,1,1,530,146.861538586252,1970,"Hobsons Bay",-37.8594,144.817
"159",241,"Altona","1/4 Deavey Ct",2,"u",540000,"VB","hockingstuart","8/10/2016",13.8,3018,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"160",242,"Altona","1/136 Queen St",2,"u",580000,"S","Barlow","8/10/2016",13.8,3018,2,1,1,225,93,1988,"Hobsons Bay",-37.8696,144.827
"161",245,"Altona","3/26 Grieve Pde",2,"u",510000,"S","Village","10/09/2016",13.8,3018,2,1,1,127,76,1990,"Hobsons Bay",-37.8686,144.8182
